movie_name,movie_score,imp_aspect,movie_general,movie_cast,movie_music,movie_director,movie_story,movie_scene
tt0120338.csv,7.433975953565506,MOVIE_STORY,"('s: 0', 'c: 0')","('s: 42.2666666667', 'c: 90')","('s: 6.14791666667', 'c: 14')","('s: 15.4020833333', 'c: 47')","('s: 118.35', 'c: 221')","('s: 13.525', 'c: 30')"
tt0120586.csv,7.0781569529652355,MOVIE_CAST,"('s: 0', 'c: 0')","('s: 60.7166666667', 'c: 152')","('s: 1.3125', 'c: 3')","('s: 4.5375', 'c: 10')","('s: 51.4958333333', 'c: 117')","('s: 17.4333333333', 'c: 44')"
tt0120689.csv,7.125610181311018,MOVIE_STORY,"('s: 0', 'c: 0')","('s: 41.7791666667', 'c: 96')","('s: 1.0', 'c: 2')","('s: 10.9291666667', 'c: 26')","('s: 43.8458333333', 'c: 103')","('s: 4.05', 'c: 12')"
tt0120815.csv,6.953238224637682,MOVIE_STORY,"('s: 0', 'c: 0')","('s: 9.74583333333', 'c: 24')","('s: 3.45416666667', 'c: 7')","('s: 17.6291666667', 'c: 51')","('s: 26.5125', 'c: 66')","('s: 14.5375', 'c: 36')"
tt0133093.csv,7.0548970306513406,MOVIE_CAST,"('s: 0', 'c: 0')","('s: 22.6458333333', 'c: 59')","('s: 4.6625', 'c: 11')","('s: 2.25416666667', 'c: 5')","('s: 26.0854166667', 'c: 51')","('s: 15.8625', 'c: 48')"
tt0167260.csv,7.152391975308642,MOVIE_STORY,"('s: 0', 'c: 0')","('s: 3.5875', 'c: 8')","('s: 2.725', 'c: 6')","('s: 18.525', 'c: 46')","('s: 23.1125', 'c: 49')","('s: 10.1645833333', 'c: 26')"
tt0167261.csv,6.800739247311829,MOVIE_STORY,"('s: 0', 'c: 0')","('s: 2.8', 'c: 7')","('s: 1.8', 'c: 4')","('s: 21.4604166667', 'c: 61')","('s: 25.8125', 'c: 70')","('s: 15.1145833333', 'c: 44')"
tt0169547.csv,7.120824724517907,MOVIE_STORY,"('s: 0', 'c: 0')","('s: 34.8104166667', 'c: 86')","('s: 3.67083333333', 'c: 8')","('s: 5.925', 'c: 19')","('s: 46.0291666667', 'c: 104')","('s: 12.2125', 'c: 25')"
tt0172495.csv,7.152078931924883,MOVIE_CAST,"('s: 0', 'c: 0')","('s: 49.3693333333', 'c: 116')","('s: 8.04166666667', 'c: 15')","('s: 14.7979166667', 'c: 32')","('s: 38.5895833333', 'c: 88')","('s: 11.4395833333', 'c: 33')"
tt0209144.csv,7.091908914728682,MOVIE_STORY,"('s: 0', 'c: 0')","('s: 13.96875', 'c: 38')","('s: 2.625', 'c: 4')","('s: 7.2625', 'c: 16')","('s: 59.6541666667', 'c: 137')","('s: 6.44166666667', 'c: 20')"
tt0325980.csv,7.0327477904040405,MOVIE_CAST,"('s: 0', 'c: 0')","('s: 71.1458333333', 'c: 177')","('s: 2.0375', 'c: 6')","('s: 3.8', 'c: 7')","('s: 22.35625', 'c: 54')","('s: 7.9895', 'c: 20')"
tt0361748.csv,6.869564048360777,MOVIE_DIRECTOR,"('s: 0', 'c: 0')","('s: 15.7864285714', 'c: 44')","('s: 1.8', 'c: 4')","('s: 41.1583333333', 'c: 109')","('s: 36.3375', 'c: 90')","('s: 24.94375', 'c: 74')"
tt0372784.csv,7.0023859754872415,MOVIE_CAST,"('s: 0', 'c: 0')","('s: 35.4339285714', 'c: 76')","('s: 3.16666666667', 'c: 6')","('s: 23.4791666667', 'c: 67')","('s: 22.8958333333', 'c: 60')","('s: 9.9375', 'c: 28')"
tt0407887.csv,6.95413115530303,MOVIE_STORY,"('s: 0', 'c: 0')","('s: 38.0416666667', 'c: 107')","('s: 3.6875', 'c: 6')","('s: 28.1520833333', 'c: 78')","('s: 46.2104166667', 'c: 110')","('s: 21.4791666667', 'c: 51')"
tt0434409.csv,7.140273487773489,MOVIE_STORY,"('s: 0', 'c: 0')","('s: 22.3942857143', 'c: 53')","('s: 2.375', 'c: 4')","('s: 0', 'c: 0')","('s: 40.0375', 'c: 90')","('s: 14.3833333333', 'c: 38')"
tt0455944.csv,7.136521464646464,MOVIE_CAST,"('s: 0', 'c: 0')","('s: 49.5625', 'c: 121')","('s: 2.9375', 'c: 5')","('s: 4.63541666667', 'c: 9')","('s: 28.3270833333', 'c: 62')","('s: 27.3458333333', 'c: 67')"
tt0470752.csv,7.018402777777778,MOVIE_STORY,"('s: 0', 'c: 0')","('s: 12.65', 'c: 29')","('s: 3.5375', 'c: 9')","('s: 8.71041666667', 'c: 23')","('s: 40.14375', 'c: 100')","('s: 7.62083333333', 'c: 19')"
tt0482571.csv,6.860730593607306,MOVIE_STORY,"('s: 0', 'c: 0')","('s: 33.2604166667', 'c: 90')","('s: 1.75', 'c: 3')","('s: 20.0083333333', 'c: 55')","('s: 49.1729166667', 'c: 128')","('s: 4.475', 'c: 16')"
tt0499549.csv,6.8968630690161525,MOVIE_STORY,"('s: 0', 'c: 0')","('s: 2.375', 'c: 6')","('s: 5.0625', 'c: 10')","('s: 24.2875', 'c: 71')","('s: 45.6800833333', 'c: 114')","('s: 8.7125', 'c: 26')"
tt0816692.csv,7.117,MOVIE_STORY,"('s: 0', 'c: 0')","('s: 6.49166666667', 'c: 16')","('s: 4.7', 'c: 13')","('s: 7.77916666667', 'c: 19')","('s: 31.9416666667', 'c: 71')","('s: 2.0125', 'c: 6')"
tt0831387.csv,6.699429530201343,MOVIE_STORY,"('s: 0', 'c: 0')","('s: 7.65', 'c: 27')","('s: 1.675', 'c: 3')","('s: 2.325', 'c: 9')","('s: 29.6638333333', 'c: 71')","('s: 9.32916666667', 'c: 39')"
tt0848228.csv,6.874373861566485,MOVIE_STORY,"('s: 0', 'c: 0')","('s: 3.41666666667', 'c: 11')","('s: 0', 'c: 0')","('s: 10.4958333333', 'c: 26')","('s: 32.8020833333', 'c: 80')","('s: 21.8875', 'c: 66')"
tt0918940.csv,7.007927877428999,MOVIE_STORY,"('s: 0', 'c: 0')","('s: 17.1125', 'c: 42')","('s: 1.8625', 'c: 5')","('s: 4.55', 'c: 9')","('s: 45.9348333333', 'c: 122')","('s: 20.09375', 'c: 45')"
tt0993846.csv,7.0155790043290045,MOVIE_STORY,"('s: 0', 'c: 0')","('s: 13.0416666667', 'c: 34')","('s: 0.375', 'c: 1')","('s: 12.6625', 'c: 31')","('s: 32.0131666667', 'c: 76')","('s: 3.9875', 'c: 12')"
tt1065073.csv,6.8727876106194685,MOVIE_STORY,"('s: 0', 'c: 0')","('s: 9.2625', 'c: 22')","('s: 0.375', 'c: 1')","('s: 3.675', 'c: 11')","('s: 26.7625', 'c: 71')","('s: 2.25', 'c: 8')"
tt1130884.csv,6.897721734892787,MOVIE_STORY,"('s: 0', 'c: 0')","('s: 22.4291666667', 'c: 57')","('s: 10.41875', 'c: 27')","('s: 23.1458333333', 'c: 60')","('s: 66.6354166667', 'c: 179')","('s: 7.175', 'c: 19')"
